PU_ID,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
2510,Player D,Team C,38,197.87,117.7,Goalkeeper,1.0,11.0,0,3,83.98,7.77,35,7,14,2,0.98,73,9,12.25,5.15,26.0,197.92,2019
1601,Player C,Team C,23,173.52,88.97,Goalkeeper,9.0,9.0,5,1,96.48,5.04,13,6,27,0,0.86,12,0,19.19,0.12,8.9,112.0,2020
1187,Player A,Team B,36,188.19,88.1,Midfielder,20.0,7.0,9,0,51.74,7.07,4,4,5,0,0.69,86,5,9.45,2.69,11.0,131.22,2022
2720,Player B,Team A,33,187.18,105.34,Forward,7.0,1.0,3,4,95.73,12.66,27,13,29,4,0.19,70,7,7.23,1.57,7.88,86.46,2019
4181,Player A,Team C,31,190.91,63.41,Midfielder,270.0,13.0,3,3,56.01,9.31,9,11,3,6,0.44,73,1,15.3,1.13,0.05,1458.32,2020
4130,Player C,Team A,37,182.53,87.15,Goalkeeper,23.0,18.0,7,4,58.81,8.66,12,3,21,6,0.07,52,6,9.5,0.48,1.54,407.22,2019
1515,Player B,Team B,22,194.82,115.65,Goalkeeper,20.0,13.0,0,4,94.87,7.67,60,7,7,7,0.39,37,4,13.52,1.96,2.05,450.18,2021
3833,Player B,Team C,30,167.46,82.76,Goalkeeper,23.0,11.0,8,3,65.46,11.16,53,0,15,8,0.33,8,1,19.62,3.8,2.04,417.14,2021
833,Player D,Team C,35,175.76,61.36,Defender,80.0,10.0,6,1,50.65,11.28,11,10,15,9,0.6,10,9,6.98,0.79,0.33,1241.89,2021
4014,Player A,Team A,33,218.35,95.29,Goalkeeper,24.0,7.0,3,3,97.87,5.63,27,12,12,4,0.87,47,5,10.87,7.86,3.28,578.8,2022
3523,Player D,Team B,29,176.11,97.81,Midfielder,22.0,12.0,9,4,96.44,9.7,71,14,10,1,0.11,9,7,19.21,1.36,4.26,205.38,2019
1801,Player A,Team A,27,181.92,76.52,Midfielder,10.0,19.0,1,3,74.46,9.56,65,5,21,4,0.29,91,9,10.14,3.54,2.55,240.06,2020
4822,Player A,Team C,39,181.36,92.45,Defender,10.0,4.0,3,4,72.68,10.09,2,14,5,7,0.94,4,2,8.25,1.54,1.27,224.91,2021
986,Player D,Team B,23,174.76,94.7,Defender,17.0,0.0,4,3,91.42,14.07,16,3,8,7,0.48,1,8,7.97,1.77,0.11,117.04,2020
1773,Player D,Team A,25,195.88,56.78,Midfielder,7.0,8.0,1,2,62.02,10.98,81,1,28,2,0.78,7,9,17.34,1.11,6.62,212.97,2019
3665,Player D,Team A,33,164.49,53.71,Defender,1.0,16.0,3,0,78.18,14.86,76,11,26,4,0.59,15,5,10.4,1.33,18.5,159.82,2022
2047,Player C,Team B,35,164.42,80.74,Midfielder,20.0,9.0,9,2,92.04,13.53,47,10,4,0,0.16,90,5,17.26,2.04,4.57,340.13,2021
250,Player B,Team B,36,179.64,115.27,Goalkeeper,110.0,3.0,2,4,75.77,9.33,42,14,8,9,0.25,40,4,7.42,1.52,0.05,1255.63,2020
2711,Player C,Team C,27,185.34,63.19,Forward,26.0,3.0,4,4,69.06,14.99,45,7,6,6,0.22,42,2,9.89,3.73,2.41,150.17,2020
2171,Player B,Team C,35,174.37,78.67,Goalkeeper,9.0,17.0,4,4,69.32,11.61,5,9,9,2,0.56,35,3,13.92,5.6,9.2,503.16,2021
2780,Player C,Team A,39,181.36,92.45,Defender,290.0,4.0,7,2,90.52,10.48,75,14,10,4,0.94,41,5,13.39,1.08,3.23,403.99,2021
4362,Player C,Team B,27,180.48,116.77,Goalkeeper,19.0,18.0,9,4,63.97,8.61,4,11,24,9,0.64,57,5,11.33,0.68,2.55,546.82,2019
426,Player A,Team B,39,175.66,106.62,Midfielder,18.0,11.0,6,2,69.32,12.38,73,4,0,7,0.56,72,9,18.09,0.91,1.26,570.27,2020
1545,Player D,Team B,23,178.41,106.63,Midfielder,23.0,15.0,0,3,68.0,9.72,51,4,7,1,0.26,96,1,13.86,0.0,1.71,705.81,2020
4417,Player B,Team B,35,183.87,95.16,Forward,7.0,15.0,6,4,54.62,9.83,29,7,23,8,0.26,8,8,13.58,0.74,6.62,190.45,2021
1983,Player C,Team B,39,185.09,61.87,Midfielder,26.0,5.0,7,3,66.4,12.28,89,10,13,6,0.74,87,1,8.79,4.82,0.59,239.74,2021
4219,Player B,Team B,35,184.96,68.16,Midfielder,80.0,17.0,2,2,58.11,6.58,45,0,3,4,0.05,4,4,12.32,4.16,7.11,137.14,2019
3786,Player C,Team B,22,198.35,105.15,Defender,17.0,2.0,3,2,99.54,11.12,75,0,22,3,0.22,48,5,15.97,4.52,5.11,247.5,2022
439,Player C,Team C,27,161.18,84.35,Defender,22.0,11.0,1,0,90.19,5.25,87,14,28,7,0.71,52,9,11.91,4.57,1.87,577.44,2021
3640,Player B,Team A,24,181.8,107.09,Defender,50.0,4.0,0,3,79.11,6.72,80,9,23,4,0.46,94,2,11.59,1.79,0.92,333.24,2021
4608,Player B,Team C,33,171.26,80.29,Defender,10.0,1.0,5,2,93.61,6.18,9,1,24,4,0.7,87,8,7.44,2.37,1.45,128.46,2020
3317,Player B,Team B,38,192.95,81.38,Goalkeeper,28.0,14.0,5,3,63.51,9.88,72,9,29,3,0.33,77,1,5.81,4.2,1.93,538.29,2022
465,Player C,Team A,21,171.57,119.26,Goalkeeper,190.0,17.0,5,2,72.58,8.99,56,3,24,5,0.02,78,7,16.3,4.11,2.4,288.4,2022
604,Player C,Team A,36,179.88,58.34,Goalkeeper,5.0,8.0,1,1,53.48,9.05,18,12,18,2,0.31,98,0,9.94,7.83,11.17,246.62,2021
1340,Player C,Team A,37,177.19,63.46,Midfielder,8.0,6.0,0,0,54.53,9.14,56,1,15,1,0.82,90,8,12.33,1.55,10.78,234.67,2020
3541,Player B,Team B,23,183.28,83.32,Goalkeeper,11.0,14.0,7,0,119.99,11.61,42,12,22,9,0.55,83,7,18.93,1.81,1.58,217.82,2019
4263,Player A,Team A,30,186.27,96.4,Forward,9.0,9.0,5,4,109.93,8.28,77,0,25,3,0.45,26,2,12.07,1.84,5.2,91.96,2019
4507,Player B,Team C,33,189.36,110.22,Forward,21.0,12.0,9,4,57.14,7.46,42,3,16,4,0.38,92,9,15.63,2.23,2.45,241.99,2022
3980,Player B,Team A,26,171.22,84.96,Midfielder,15.0,12.0,2,2,50.52,14.22,17,10,24,3,0.84,2,3,14.79,0.0,5.88,240.31,2019
1818,Player B,Team A,24,165.27,99.26,Forward,26.0,16.0,1,3,99.39,5.64,37,5,11,2,0.44,71,9,6.39,0.09,3.19,281.16,2020
473,Player D,Team B,35,175.49,104.87,Goalkeeper,22.0,3.0,4,1,58.9,11.19,79,3,11,6,0.43,84,0,19.0,1.83,3.09,150.97,2019
1015,Player B,Team A,31,184.49,77.3,Goalkeeper,18.0,11.0,2,1,73.55,13.16,74,0,3,5,0.23,73,6,18.65,2.14,3.68,395.01,2021
3859,Player A,Team B,29,175.71,153.79,Forward,5.0,17.0,0,4,89.67,13.66,18,4,12,4,0.81,26,9,9.45,1.35,2.5,286.4,2020
3800,Player D,Team B,26,246.08,102.63,Goalkeeper,22.0,18.0,2,2,56.94,9.15,17,3,3,8,0.78,36,6,13.96,5.94,1.83,679.14,2019
4907,Player A,Team B,27,170.72,81.15,Forward,200.0,0.0,0,4,70.14,5.99,5,8,25,9,0.8,5,7,18.72,0.63,3.0,225.49,2020
2925,Player B,Team B,29,199.95,104.23,Defender,24.0,10.0,9,1,89.05,7.51,52,5,13,9,0.35,74,1,8.66,5.58,1.12,466.28,2020
134,Player C,Team B,23,164.17,98.85,Defender,27.0,4.0,7,2,98.59,8.55,27,10,1,8,0.55,5,4,10.48,6.3,0.32,579.87,2019
795,Player C,Team A,31,199.88,76.26,Goalkeeper,4.0,8.0,4,1,53.43,8.37,83,11,18,5,0.19,37,5,5.68,0.74,13.4,207.28,2022
4029,Player B,Team B,32,173.31,98.53,Midfielder,12.0,6.0,0,1,74.14,11.93,33,4,12,7,0.86,86,7,18.51,0.81,5.31,167.62,2021
1187,Player A,Team B,36,221.35,91.09,Midfielder,2.0,7.0,9,0,51.74,7.07,4,4,5,0,0.26,86,0,19.3,2.69,11.0,131.22,2020
4652,Player B,Team B,21,178.64,98.81,Defender,29.0,15.0,6,4,77.7,5.5,43,12,15,4,0.48,52,8,15.9,2.7,0.37,740.02,2022
729,Player D,Team A,33,161.14,88.86,Goalkeeper,28.0,11.0,8,1,52.47,13.1,93,7,8,1,0.27,51,9,17.03,4.17,0.34,512.5,2021
2133,Player A,Team B,30,168.26,88.73,Midfielder,200.0,1.0,3,1,71.91,13.92,26,10,25,0,0.72,63,6,15.22,0.77,0.33,415.44,2022
1163,Player B,Team A,37,179.01,112.81,Goalkeeper,27.0,17.0,0,3,51.57,8.41,92,9,29,0,0.74,21,2,16.93,0.34,0.5,307.52,2019
4243,Player C,Team A,21,168.87,118.72,Defender,23.0,16.0,2,4,104.98,14.16,24,12,16,0,0.97,81,1,17.4,3.31,3.33,366.94,2021
1841,Player B,Team C,18,184.12,111.87,Goalkeeper,12.0,2.0,5,4,82.12,9.83,9,3,21,9,0.75,89,4,11.07,1.61,7.38,276.68,2021
2690,Player D,Team B,30,174.49,68.96,Defender,0.0,12.0,9,2,94.92,12.19,60,0,28,5,0.85,31,8,9.29,1.99,21.0,79.29,2022
2575,Player B,Team B,28,214.6,85.93,Defender,280.0,1.0,0,3,51.03,13.67,86,4,1,0,0.68,17,9,19.98,1.58,1.41,313.36,2022
2312,Player C,Team B,23,160.23,52.98,Forward,22.0,18.0,5,3,73.15,13.56,48,9,1,3,0.27,58,9,6.1,4.18,2.39,369.4,2019
2483,Player D,Team C,30,172.39,101.8,Forward,100.0,3.0,7,1,91.83,5.69,4,14,23,7,0.04,64,0,18.71,0.88,0.29,1660.52,2021
3713,Player B,Team B,37,162.91,104.02,Defender,21.0,12.0,1,4,70.65,8.21,26,5,9,1,0.11,37,2,8.75,8.65,4.27,611.54,2020
492,Player A,Team A,34,199.04,169.02,Goalkeeper,22.0,0.0,3,1,56.65,14.26,59,7,27,3,0.22,34,4,10.13,3.85,1.57,392.23,2020
2841,Player A,Team B,28,177.27,76.96,Goalkeeper,27.0,8.0,8,1,91.38,13.91,98,3,4,9,0.27,56,1,10.96,4.36,0.54,427.8,2022
4249,Player A,Team A,37,167.53,65.32,Forward,7.0,7.0,7,3,66.62,10.6,5,9,27,4,0.24,96,8,10.59,2.6,7.5,252.28,2022
1692,Player D,Team A,35,188.72,95.73,Forward,22.0,11.0,6,4,58.74,7.74,22,12,4,0,0.99,25,3,11.17,1.16,2.13,615.74,2022
599,Player B,Team A,32,162.27,55.38,Defender,40.0,13.0,9,4,55.7,5.86,27,4,13,5,0.2,13,9,15.65,0.31,2.4,253.2,2019
1790,Player A,Team C,35,168.26,147.25,Midfielder,23.0,11.0,5,3,71.98,5.15,63,3,14,6,0.93,66,1,5.28,2.57,2.58,500.98,2019
2388,Player C,Team C,20,160.83,70.8,Midfielder,25.0,14.0,6,3,55.65,10.69,84,14,14,2,0.95,11,9,5.9,0.6,3.15,721.4,2020
2058,Player B,Team B,33,180.25,76.78,Midfielder,11.0,19.0,9,1,81.22,14.7,35,12,24,3,0.88,88,1,7.01,1.36,1.92,293.3,2020
4514,Player C,Team B,37,211.21,86.89,Forward,26.0,14.0,3,1,106.35,5.1,72,14,8,6,0.18,85,3,5.3,1.53,0.07,622.07,2019
656,Player C,Team B,20,184.98,57.72,Midfielder,18.0,4.0,5,3,55.69,6.69,59,6,16,8,0.77,69,4,11.71,0.24,1.37,382.0,2019
2665,Player A,Team A,33,178.95,150.03,Midfielder,29.0,17.0,1,0,96.11,11.45,58,11,29,2,0.42,37,5,10.31,7.69,0.8,572.47,2020
4836,Player B,Team C,24,188.77,92.27,Midfielder,9.0,11.0,8,3,62.2,11.31,31,9,1,3,0.46,98,7,12.27,0.64,1.1,257.42,2020
1535,Player B,Team B,37,195.0,64.55,Forward,2.0,15.0,5,3,91.04,9.14,62,13,15,2,0.4,75,9,13.75,1.55,19.0,301.66,2021
4253,Player B,Team A,25,198.26,93.13,Midfielder,2.0,12.0,6,4,84.43,14.92,16,14,18,3,0.62,73,3,8.98,1.47,20.33,128.09,2022
239,Player D,Team A,23,166.79,92.84,Defender,2.0,9.0,8,2,72.63,11.06,71,13,9,1,0.37,70,3,6.03,1.71,16.67,160.47,2019
2472,Player C,Team A,20,165.26,55.82,Goalkeeper,23.0,6.0,6,2,97.51,8.18,37,11,13,7,0.39,34,4,16.33,2.51,2.92,518.07,2021
405,Player D,Team B,28,162.2,105.53,Forward,24.0,15.0,7,3,112.79,14.16,77,13,3,9,0.77,60,4,14.79,1.3,3.6,436.02,2019
934,Player D,Team C,27,171.55,71.52,Goalkeeper,13.0,9.0,4,2,52.78,7.92,64,12,14,8,0.09,12,7,6.78,7.0,3.86,373.77,2022
3979,Player D,Team A,25,199.62,82.81,Goalkeeper,2.0,16.0,6,0,104.11,13.48,10,10,12,9,0.5,81,1,14.85,0.91,29.67,203.4,2020
2126,Player A,Team C,33,191.55,89.25,Midfielder,1.0,18.0,0,3,73.34,12.4,65,4,4,9,0.02,4,3,17.38,7.1,11.5,323.16,2020
4985,Player C,Team A,39,199.42,109.68,Forward,14.0,1.0,3,2,55.96,8.71,83,11,4,8,0.52,43,4,16.98,1.71,4.67,180.52,2022
2586,Player B,Team A,31,177.13,89.33,Midfielder,140.0,17.0,8,3,98.37,6.5,21,4,15,3,0.51,51,5,18.15,0.75,2.47,238.05,2021
1298,Player A,Team C,26,189.96,94.99,Defender,11.0,12.0,1,2,96.26,13.24,9,6,26,9,0.57,94,7,12.64,0.54,7.08,361.99,2022
1503,Player C,Team C,20,195.15,112.47,Forward,18.0,6.0,4,4,90.15,14.76,78,11,13,5,0.65,39,2,12.43,0.0,1.16,256.42,2021
3391,Player A,Team B,27,188.51,106.27,Goalkeeper,28.0,3.0,8,2,95.8,13.58,1,10,0,7,0.78,44,7,9.42,2.63,0.03,159.87,2022
63,Player A,Team A,24,179.35,95.4,Midfielder,20.0,7.0,2,2,71.42,6.91,16,9,23,3,0.2,35,9,5.55,8.19,2.33,400.9,2022
4215,Player C,Team B,25,185.26,86.99,Midfielder,30.0,9.0,4,2,65.86,5.02,65,14,0,6,0.68,58,8,17.38,5.47,3.0,71.72,2021
2311,Player D,Team C,22,192.73,90.85,Forward,130.0,14.0,5,0,70.81,13.31,24,2,29,0,0.74,58,9,15.13,0.75,0.12,921.31,2020
3068,Player D,Team A,37,187.19,84.59,Midfielder,23.0,18.0,1,4,58.05,12.2,54,5,15,6,0.99,87,6,11.36,2.49,1.12,533.0,2020
457,Player D,Team A,33,178.91,90.25,Defender,240.0,9.0,6,1,55.22,8.1,75,4,21,5,0.11,28,9,13.97,1.98,1.0,421.42,2022
3127,Player D,Team B,21,183.73,55.24,Defender,10.0,8.0,0,3,74.15,11.8,70,4,1,0,0.46,88,2,9.7,0.0,6.82,134.14,2021
4189,Player D,Team A,29,195.84,118.26,Forward,6.0,16.0,8,2,50.39,12.08,43,7,16,3,0.35,26,6,14.63,7.13,4.86,117.39,2022
4199,Player C,Team B,37,184.28,97.86,Goalkeeper,40.0,18.0,8,1,60.13,5.48,92,13,7,0,0.68,36,4,15.69,2.75,6.8,429.72,2021
1606,Player B,Team C,37,175.68,95.8,Forward,14.0,18.0,9,4,55.47,8.73,9,7,1,6,0.2,26,0,11.67,0.52,3.27,623.89,2020
1787,Player D,Team B,24,186.97,116.91,Midfielder,19.0,4.0,8,3,98.67,6.32,71,8,26,8,0.48,73,8,16.77,3.75,4.55,281.38,2020
745,Player B,Team C,30,160.74,50.42,Forward,18.0,14.0,7,0,66.89,5.48,48,11,18,3,0.54,8,8,19.75,1.79,4.79,207.25,2021
2740,Player B,Team B,24,180.19,74.83,Forward,7.0,16.0,1,4,69.41,9.51,51,9,13,6,0.41,23,9,6.31,2.52,12.25,189.43,2021
2118,Player A,Team A,34,165.23,97.34,Midfielder,20.0,4.0,2,4,68.86,14.42,2,6,14,8,0.16,55,0,11.98,0.22,1.38,401.46,2021
3408,Player B,Team B,29,172.43,95.26,Defender,28.0,16.0,5,1,61.78,12.9,51,6,3,2,0.81,26,2,5.04,4.85,0.07,599.49,2021
1559,Player C,Team A,26,196.97,90.91,Forward,27.0,11.0,8,4,62.3,13.7,73,14,3,0,0.86,1,6,14.45,1.35,0.71,643.52,2020
3121,Player A,Team A,25,171.1,72.91,Goalkeeper,12.0,9.0,6,4,89.33,14.94,76,3,25,7,0.29,41,8,12.58,1.72,2.54,228.23,2019
1919,Player A,Team B,30,172.91,53.19,Defender,1.0,0.0,2,3,57.68,6.18,52,7,5,0,0.71,63,8,16.16,1.16,29.0,10.16,2021
3401,Player D,Team B,26,189.75,70.39,Goalkeeper,2.0,14.0,9,1,96.88,10.24,78,3,5,4,0.41,68,1,8.07,0.78,9.67,117.87,2019
4164,Player B,Team A,38,207.63,76.7,Goalkeeper,10.0,13.0,7,3,88.86,9.17,26,2,14,1,0.85,48,0,15.55,4.09,0.45,326.56,2022
3035,Player C,Team B,31,191.71,96.88,Goalkeeper,2.0,13.0,5,1,71.06,9.85,99,14,6,9,0.59,16,4,8.5,2.88,20.67,269.73,2022
1025,Player B,Team C,22,177.56,96.4,Forward,13.0,9.0,2,0,71.6,12.1,91,5,22,0,0.97,86,8,15.37,2.29,3.43,329.79,2019
4357,Player B,Team C,23,198.52,52.81,Defender,250.0,0.0,9,2,117.61,7.04,17,12,22,7,0.57,79,9,13.8,4.73,0.27,3632.4,2021
3532,Player D,Team B,25,185.49,89.91,Defender,230.0,4.0,2,2,96.91,11.75,57,13,8,2,0.86,64,5,14.09,5.26,0.71,138.24,2021
1393,Player B,Team B,27,217.62,95.6,Defender,24.0,8.0,9,0,63.56,8.39,11,4,26,8,0.48,88,5,16.18,1.11,0.88,217.78,2020
1021,Player A,Team C,34,161.49,117.24,Goalkeeper,0.0,11.0,8,0,58.1,12.07,99,6,4,4,0.33,62,8,10.14,0.0,65.0,137.42,2021
4753,Player B,Team A,23,168.2,73.24,Goalkeeper,220.0,12.0,3,1,118.31,7.91,47,14,10,2,0.15,82,0,6.53,2.78,2.48,563.57,2019
3545,Player A,Team C,22,181.96,98.37,Defender,14.0,8.0,5,4,92.12,7.02,64,9,18,9,0.81,52,9,17.11,1.67,5.47,177.66,2020
4620,Player C,Team C,34,195.8,95.92,Midfielder,8.0,5.0,4,3,90.2,9.96,99,8,4,0,0.69,74,7,11.26,3.0,2.22,200.57,2021
4042,Player C,Team B,31,215.03,73.22,Defender,11.0,19.0,4,1,75.01,12.02,49,9,1,7,0.01,65,6,8.89,0.15,1.75,536.8,2021
2131,Player A,Team A,28,196.14,74.23,Goalkeeper,25.0,13.0,7,2,53.35,6.55,41,2,4,4,0.43,2,7,6.77,3.95,0.65,326.52,2021
3582,Player D,Team B,26,216.72,112.44,Defender,15.0,11.0,5,2,81.56,14.22,24,1,27,7,0.91,22,9,18.16,0.65,4.75,200.07,2022
613,Player B,Team B,29,174.88,81.99,Midfielder,25.0,7.0,7,3,56.06,13.92,67,4,11,7,0.29,29,2,14.33,1.02,1.62,193.72,2021
3787,Player A,Team A,18,160.86,97.77,Midfielder,1.0,2.0,3,0,89.08,13.21,84,12,6,4,0.26,81,0,8.38,0.45,25.0,57.74,2019
3822,Player D,Team B,37,168.54,63.13,Midfielder,20.0,5.0,1,1,93.25,7.13,58,14,20,3,0.6,24,5,13.66,3.86,10.67,103.76,2022
3453,Player D,Team B,28,181.35,86.65,Defender,1.0,14.0,7,3,82.82,6.02,12,0,15,6,0.09,94,2,7.25,0.0,41.0,297.48,2021
3674,Player C,Team C,29,254.89,61.65,Goalkeeper,21.0,15.0,2,0,75.21,10.57,20,5,0,9,0.06,30,8,5.19,2.68,3.68,324.88,2019
3845,Player B,Team A,21,178.64,98.81,Midfielder,18.0,16.0,6,4,73.95,10.14,46,1,1,6,0.55,71,1,15.04,1.43,0.05,435.06,2021
3169,Player D,Team B,26,187.74,74.33,Midfielder,12.0,4.0,4,4,68.22,6.18,54,2,14,5,0.42,50,0,8.04,2.04,7.54,160.37,2021
287,Player A,Team A,35,185.36,82.11,Midfielder,8.0,0.0,0,2,97.32,8.75,66,13,7,4,0.57,71,0,18.31,3.02,10.0,152.7,2020
975,Player B,Team A,23,187.85,74.45,Defender,29.0,8.0,2,0,65.36,5.27,40,12,16,2,0.67,49,6,8.81,2.95,0.73,566.11,2019
3763,Player D,Team C,26,165.93,88.31,Goalkeeper,19.0,8.0,1,0,58.45,6.94,92,2,5,3,0.8,82,7,9.42,5.51,3.7,238.97,2021
1165,Player B,Team A,21,168.58,67.43,Goalkeeper,16.0,11.0,5,1,79.57,12.49,49,3,16,3,0.18,46,0,17.89,0.06,2.71,246.84,2019
838,Player D,Team B,28,180.34,88.99,Forward,21.0,14.0,8,3,99.36,5.96,35,2,4,7,0.3,43,3,15.33,0.33,2.23,515.33,2021
370,Player D,Team C,18,180.15,77.96,Goalkeeper,1.0,12.0,7,0,92.63,5.3,59,3,23,0,0.72,2,7,18.13,1.43,28.0,80.26,2019
1804,Player A,Team B,29,188.36,82.47,Goalkeeper,290.0,3.0,5,2,53.54,11.47,77,9,4,1,0.81,75,1,11.83,0.66,1.6,523.4,2020
60,Player C,Team A,18,183.73,72.9,Forward,19.0,13.0,7,3,84.31,12.4,80,2,21,2,0.72,98,6,8.44,0.26,0.2,294.01,2021
4483,Player D,Team A,22,197.34,95.48,Defender,19.0,18.0,9,0,78.09,10.89,29,10,17,0,0.73,80,7,15.82,5.19,0.3,514.9,2021
412,Player B,Team B,29,215.32,82.75,Midfielder,290.0,16.0,5,4,54.37,12.85,65,12,13,4,0.72,35,6,17.23,1.36,0.37,508.86,2020
1166,Player A,Team C,29,162.97,93.48,Midfielder,14.0,9.0,7,1,53.09,10.74,50,1,9,7,0.83,33,1,9.75,0.0,6.33,409.85,2021
1110,Player A,Team C,29,165.58,52.23,Defender,2.0,0.0,3,4,81.89,6.2,89,14,18,3,0.04,85,0,5.43,1.86,13.33,24.16,2019
2606,Player D,Team A,23,171.56,86.46,Midfielder,2.0,1.0,3,2,98.03,7.03,57,4,4,7,0.37,72,3,6.19,2.77,7.33,28.28,2019
3020,Player B,Team B,37,193.6,115.41,Forward,17.0,11.0,1,0,74.22,6.13,53,13,21,5,0.0,26,2,7.12,0.6,2.89,370.73,2021
2729,Player A,Team A,35,174.07,101.84,Midfielder,29.0,4.0,5,1,95.1,6.5,75,7,3,8,0.17,37,1,7.37,0.22,3.17,485.56,2020
1928,Player D,Team A,37,183.24,63.95,Defender,19.0,19.0,6,0,83.93,5.43,53,6,20,6,0.61,53,3,9.94,0.34,4.05,299.89,2021
2858,Player A,Team B,32,180.02,68.44,Defender,18.0,15.0,1,2,86.06,13.22,79,7,3,8,0.45,41,0,10.5,2.54,5.05,562.95,2020
287,Player A,Team A,35,185.36,82.11,Midfielder,80.0,0.0,0,2,97.32,8.75,66,13,7,4,0.94,5,5,11.31,3.02,10.0,152.7,2019
2312,Player C,Team B,23,218.69,52.98,Forward,22.0,18.0,5,3,73.15,13.56,48,9,1,3,0.21,13,3,13.36,4.18,2.39,369.4,2021
4439,Player D,Team C,39,197.01,84.65,Midfielder,26.0,7.0,2,3,73.58,6.77,90,9,3,1,0.43,82,4,8.89,2.91,3.3,593.47,2020
1007,Player A,Team B,30,160.4,109.75,Defender,6.0,17.0,0,0,99.36,5.35,89,1,16,0,0.28,90,9,18.57,3.57,3.71,198.0,2022
3548,Player A,Team A,18,168.03,94.07,Goalkeeper,28.0,18.0,8,1,56.49,12.75,31,0,12,7,0.6,44,1,15.48,3.67,2.66,736.96,2020
3633,Player D,Team A,38,178.1,53.26,Goalkeeper,11.0,1.0,5,0,56.56,12.01,60,6,27,2,0.61,14,5,10.21,0.0,3.67,152.65,2021
3262,Player A,Team C,33,183.31,51.62,Defender,6.0,19.0,0,1,94.47,10.8,59,2,15,6,0.45,56,5,16.28,2.78,12.43,330.91,2022
3167,Player A,Team B,22,166.62,55.49,Goalkeeper,150.0,13.0,6,0,78.73,9.75,27,0,13,3,0.84,66,9,5.33,2.43,3.38,555.72,2021
2941,Player C,Team B,28,199.12,114.53,Defender,14.0,3.0,6,3,111.78,12.98,96,10,23,6,0.82,12,9,18.84,0.39,3.67,249.8,2020
2235,Player D,Team A,26,168.25,233.79,Forward,4.0,11.0,3,1,111.07,9.69,44,13,11,0,0.1,75,1,18.33,0.8,12.8,79.79,2021
870,Player A,Team C,24,179.5,102.11,Goalkeeper,80.0,13.0,9,0,96.51,5.49,94,5,21,4,0.23,68,3,12.59,8.15,0.14,893.0,2022
1038,Player A,Team A,21,181.77,76.2,Goalkeeper,8.0,13.0,0,1,50.85,7.97,7,4,12,1,0.3,73,8,17.19,2.71,0.56,382.84,2019
4325,Player A,Team A,33,184.19,67.73,Defender,14.0,17.0,2,1,77.19,6.56,8,9,19,1,0.47,91,0,14.81,0.06,3.6,393.23,2020
592,Player A,Team A,33,192.29,80.01,Midfielder,18.0,1.0,5,1,73.68,10.44,31,1,18,9,0.68,6,0,12.14,2.34,3.0,314.66,2022
934,Player D,Team C,27,179.03,71.52,Goalkeeper,13.0,9.0,4,2,52.78,7.92,64,12,14,8,0.94,31,9,13.89,7.0,3.86,373.77,2022
3543,Player B,Team C,25,182.69,100.07,Goalkeeper,24.0,12.0,2,2,92.19,8.28,92,2,26,6,0.25,29,6,18.31,0.66,1.56,304.87,2020
1453,Player C,Team A,33,168.36,112.19,Forward,230.0,9.0,3,3,60.54,5.92,31,4,0,2,0.39,58,1,6.72,4.56,0.32,4013.15,2020
2927,Player B,Team B,27,161.74,118.65,Midfielder,19.0,6.0,2,0,97.14,5.62,79,4,1,4,0.25,64,7,5.4,5.22,3.95,225.8,2021
3820,Player C,Team A,36,178.28,102.19,Midfielder,23.0,2.0,0,4,73.5,6.04,27,9,7,8,0.59,47,8,17.97,0.22,3.21,278.49,2021
2177,Player D,Team C,28,182.73,89.57,Forward,10.0,6.0,9,3,89.14,9.11,40,1,19,0,0.57,31,3,12.55,0.88,8.27,209.5,2020
796,Player A,Team A,33,179.21,84.02,Defender,20.0,5.0,9,4,92.82,9.12,50,0,1,1,0.55,18,2,16.07,1.65,1.52,139.18,2022
4606,Player C,Team B,29,178.2,94.48,Goalkeeper,290.0,18.0,3,2,91.67,8.54,10,5,15,9,0.72,17,9,16.88,1.32,0.03,2151.15,2022
4123,Player B,Team A,24,178.9,57.17,Midfielder,6.0,2.0,9,3,82.54,7.74,11,10,23,9,0.06,90,9,15.29,5.43,9.71,60.82,2019
3305,Player A,Team A,20,181.71,66.52,Defender,16.0,8.0,5,1,56.06,6.54,67,6,21,5,0.44,50,2,8.28,0.74,5.76,163.59,2019
4879,Player A,Team A,24,195.06,72.6,Defender,18.0,14.0,0,3,70.56,11.04,24,3,7,4,0.83,97,1,9.56,2.33,3.21,624.72,2019
3667,Player D,Team B,35,197.77,100.5,Defender,13.0,19.0,8,1,87.75,14.15,46,3,18,7,0.63,38,0,7.24,0.9,0.71,463.25,2019
3291,Player D,Team C,20,188.71,99.59,Goalkeeper,23.0,0.0,0,2,75.19,14.84,45,4,29,3,0.35,1,7,8.33,3.37,2.0,158.81,2019
1073,Player C,Team A,34,183.03,81.29,Defender,1.0,4.0,4,0,87.79,13.99,33,0,3,5,0.6,39,9,18.19,0.97,12.0,79.99,2020
